"id","score","title","summary","venue","year","authors","citationCount","referenceCount","influentialCitationCount","url"
"6ce74320bdee8bd2a89e7fe1d73a7870b3f7fc01",3,"C HARFORMER : F AST C HARACTER T RANSFORMERS VIA G RADIENT - BASED S UBWORD T OKENIZATION","This paper introduces a soft gradient-based subword tokenization module (GBST) that automatically learns latent subword representations from characters in a data-driven fashion that paves the way for highly performant token-free models that are trained completely end-to-end.","",,"",0,0,0,"https://www.semanticscholar.org/paper/6ce74320bdee8bd2a89e7fe1d73a7870b3f7fc01"
"e5f6506f9332fcdb574f13a791e4f3c42b80ca90",3,"Demystifying Neural Language Models' Insensitivity to Word-Order","The insensitivity of natural language models to word-order is investigated by quantifying perturbations and analysing their effect on neural models’ performance on language understanding tasks in GLUE benchmark and it is found that neural language models — pretrained and non-pretrained Transformers, LSTMs, and Convolutional architectures — require local ordering more than the global ordering of tokens.","ArXiv",2021,"Louis Clouâtre,Prasanna Parthasarathi,A. Zouaq,Sarath Chandar",9,72,1,"https://www.semanticscholar.org/paper/e5f6506f9332fcdb574f13a791e4f3c42b80ca90"
"b639124771f9c62cd656a24e8e685a456918e0ff",3,"Character-Level Encoding with S4 for QA","A question answering model that encodes text inputs at character level to utilize subword structures and mitigate the out-of-vocabulary problem is proposed, and both S4 and character-level encoding improve the model performance on the question answering task.","",2022,"Peng Chen",0,21,0,"https://www.semanticscholar.org/paper/b639124771f9c62cd656a24e8e685a456918e0ff"
"91c3f9ed60a383f97a8c38f1e6a28a0e9be232fa",3,"Local Structure Matters Most: Perturbation Study in NLU","It is empirically shown that neural models, invariant of their inductive biases, pretraining scheme, or the choice of tokenization, mostly rely on the local structure of text to build understanding and make limited use of the global structure.","FINDINGS",2021,"Louis Clouâtre,Prasanna Parthasarathi,A. Zouaq,Sarath Chandar",2,70,0,"https://www.semanticscholar.org/paper/91c3f9ed60a383f97a8c38f1e6a28a0e9be232fa"
"9933a5af7895354087baf6c96b64dc8a8973eaed",3,"Perceiver IO: A General Architecture for Structured Inputs & Outputs","The primary focus of this work is generality, rather than speed on images, and Perceiver IO uses comparable FLOPs to attention-based image classiﬁcation models, especially for the more compact conﬂguration B pretrained on JFT.","ICLR",2021,"Andrew Jaegle,Sebastian Borgeaud,Jean-Baptiste Alayrac,Carl Doersch,Catalin Ionescu,David Ding,Skanda Koppula,Andrew Brock,Evan Shelhamer,Olivier J. H'enaff,M. Botvinick,Andrew Zisserman,Oriol Vinyals,João Carreira",126,105,15,"https://www.semanticscholar.org/paper/9933a5af7895354087baf6c96b64dc8a8973eaed"
"f9f27e0f196e1b76caa44cf11aef7a40ca95b3f0",3,"Why don’t people use character-level machine translation?","It is shown that even with recent modeling innovations in character-level natural language processing, character- level MT systems still struggle to match their subword-based counterparts, and show neither better domain robustness, nor better morphological generalization.","FINDINGS",2021,"Jindřich Libovický,Helmut Schmid,Alexander Fraser",3,78,0,"https://www.semanticscholar.org/paper/f9f27e0f196e1b76caa44cf11aef7a40ca95b3f0"
"231e768f0cd280faa0f725bb353262cb4fed08d1",3,"Hierarchical Transformers Are More Efficient Language Models","Hourglass is a hierarchical Transformer language model that sets new state-of-the-art for Transformer models on the ImageNet32 generation task and improves language modeling efﬁciency on the widely studied enwik8 benchmark.","NAACL-HLT",2021,"P. Nawrot,Szymon Tworkowski,Michal Tyrolski,Lukasz Kaiser,Yuhuai Wu,Christian Szegedy,H. Michalewski",8,38,1,"https://www.semanticscholar.org/paper/231e768f0cd280faa0f725bb353262cb4fed08d1"
"2ffacbeeebd3d9e7467610057b4308635a165b6b",3,"Impact of Tokenization on Language Models: An Analysis for Turkish","Morphological and word-level tokenizers outperform de-facto tok- 017 enizers in particular cases and mini models can be competitive to larger state-of-the-art models, such that a 14-times smaller model can recover 94% of the performance of a larger model.","ArXiv",2022,"Cagri Toraman,E. Yilmaz,Furkan cSahinucc,Oguzhan Ozcelik",1,56,0,"https://www.semanticscholar.org/paper/2ffacbeeebd3d9e7467610057b4308635a165b6b"
"17e2977b907aad2532c45185947539e83ac639cd",3,"How Robust is Neural Machine Translation to Language Imbalance in Multilingual Tokenizer Training?","This work analyzes how translation performance changes as the data ratios among languages vary in the tokenizer training corpus and finds that while relatively better performance is often observed when languages are more equally sampled, the downstream performance is more robust to language imbalance than the authors usually expected.","AMTA",2022,"Shiyue Zhang,Vishrav Chaudhary,Naman Goyal,James Cross,Guillaume Wenzek,Mohit Bansal,Francisco Guzmán",1,37,0,"https://www.semanticscholar.org/paper/17e2977b907aad2532c45185947539e83ac639cd"
"c08c2fd7b269bd9d6c1162adc3b059cdf21d40a6",3,"Lifting the Curse of Multilinguality by Pre-training Modular Transformers","This work introduces language-specific modules of their Cross-lingual Modular models from the start, which allows them to grow the total capacity of the model, while keeping the total number of trainable parameters per language constant.","NAACL",2022,"Jonas Pfeiffer,Naman Goyal,Xi Victoria Lin,Xian Li,James Cross,Sebastian Riedel,Mikel Artetxe",8,69,0,"https://www.semanticscholar.org/paper/c08c2fd7b269bd9d6c1162adc3b059cdf21d40a6"
"062cfd5cbafa47950a5ebbd306cd0059dfd79f75",3,"CLOWER: A Pre-trained Language Model with Contrastive Learning over Word and Character Representations","This work proposes a simple yet effective PLM CLOWER, which adopts the Contrastive Learning Over Word and charactER representations, and implicitly encodes the coarse-grained information into the fine-Grained representations through contrastive learning on multi-grains information.","COLING",2022,"Borun Chen,Hongyin Tang,Jingang Wang,Qifan Wang,Haitao Zheng,Wei Yu Wu,Liqian Yu",0,39,0,"https://www.semanticscholar.org/paper/062cfd5cbafa47950a5ebbd306cd0059dfd79f75"
"110250df2a6ca0e0e609eaa800a21c17abeedd77",3,"NLP for Language Varieties of Italy: Challenges and the Path Forward","","ArXiv",2022,"Alan Ramponi",1,85,0,"https://www.semanticscholar.org/paper/110250df2a6ca0e0e609eaa800a21c17abeedd77"
"bc39d16c108057e062ad6f1d0e8154df52cafc6a",2,"CMU’s Machine Translation System for IWSLT 2019","Block Multitask Learning (BMTL) is presented, a novel NMT architecture that predicts multiple targets of different granularities simulta- neously, removing the need to search for the optimal subword segmentation strategy.","IWSLT",2019,"Tejas Srinivasan,Ramon Sanabria,Florian Metze",3,31,0,"https://www.semanticscholar.org/paper/bc39d16c108057e062ad6f1d0e8154df52cafc6a"
"fec6def294027a2ce9094267ce7b7d57f78daf74",2,"Multitask Learning For Different Subword Segmentations In Neural Machine Translation","Block Multitask Learning (BMTL), a novel NMT architecture that predicts multiple targets of different granularities simultaneously, removing the need to search for the optimal segmentation strategy, is presented.","IWSLT",2019,"Tejas Srinivasan,Ramon Sanabria,Florian Metze",3,32,0,"https://www.semanticscholar.org/paper/fec6def294027a2ce9094267ce7b7d57f78daf74"
"035df9ecf84da7ae475175f326095ab16b97dd47",2,"Investigating the Effectiveness of BPE: The Power of Shorter Sequences","The experiments show that - given a fixed vocabulary size budget - the fewer tokens an algorithm needs to cover the test set, the better the translation (as measured by BLEU).","EMNLP",2019,"Matthias Gallé",13,37,0,"https://www.semanticscholar.org/paper/035df9ecf84da7ae475175f326095ab16b97dd47"
"debb3877b778eeb8689729d37e2b90f9f000d877",2,"Neural Machine Translation with Imbalanced Classes","This work casts neural machine translation as a classification task in an autoregressive setting and analyzes the limitations of both classification and autoregression components, and investigates the effect of class imbalance on NMT.","ArXiv",2020,"Thamme Gowda,Jonathan May",3,32,0,"https://www.semanticscholar.org/paper/debb3877b778eeb8689729d37e2b90f9f000d877"
"5e788c833321b12671206b96a438c0e5b1202027",2,"Finding the Optimal Vocabulary Size for Neural Machine Translation","This work casts neural machine translation as a classification task in an autoregressive setting and analyzes the limitations of both classification and autoregression components, and reveals an explanation for why certain vocabulary sizes are better than others.","FINDINGS",2020,"Thamme Gowda,Jonathan May",28,36,1,"https://www.semanticscholar.org/paper/5e788c833321b12671206b96a438c0e5b1202027"
"58403c6bc061670f7ce6267a3a0cd01ba1bb8e50",2,"Intérêt des modèles de caractères pour la détection d’événements (The interest of character-level models for event detection)","D’intégrer des plongements de caractères, qui peuvent capturer des informations morphologiques et de forme sur les mots, à un modèle convolutif pour la détection d’événements, évaluons deux stratégies pour réaliser une telle intégration.","JEPTALNRECITAL",2021,"Emanuela Boros,Romaric Besançon,Olivier Ferret,B. Grau",0,31,0,"https://www.semanticscholar.org/paper/58403c6bc061670f7ce6267a3a0cd01ba1bb8e50"
"5c3005e22e6fb218aa76fea49971f3f991993b32",2,"Robust Open-Vocabulary Translation from Visual Text Representations","This work proposes the use of visual text representations, which dispense with a finite set of text embeddings in favor of continuous vocabularies created by processing visually rendered text with sliding windows, and demonstrates significant robustness to varied types of noise.","EMNLP",2021,"Elizabeth Salesky,David Etter,Matt Post",10,52,1,"https://www.semanticscholar.org/paper/5c3005e22e6fb218aa76fea49971f3f991993b32"
"2ffbe6040369a82d5a003c2bb835e221c9d2f896",2,"How Suitable Are Subword Segmentation Strategies for Translating Non-Concatenative Morphology?","It is found that learning to analyse and generate morphologically complex surface representations is still challenging, especially for nonconcatenative morphological phenomena like reduplication or vowel harmony and for rare word stems.","EMNLP",2021,"Chantal Amrhein,Rico Sennrich",8,50,1,"https://www.semanticscholar.org/paper/2ffbe6040369a82d5a003c2bb835e221c9d2f896"
"2ec281d654f622da7267d7da8145e96bb77a9ede",2,"An Ensemble of Pre-trained Transformer Models For Imbalanced Multiclass Malware Classification","The experiments demonstrate that the transformer model with one transformer block layer surpass the performance of the widely used base architecture, LSTM, and BERT or CANINE, the pre-trained transformer models, outperforms in classifying highly imbalanced malware families according to evaluation metrics: F1-score and AUC score.","Comput. Secur.",2021,"Ferhat Demirkiran,Aykut Çayir,U. Ünal,Hasan Dag",0,61,0,"https://www.semanticscholar.org/paper/2ec281d654f622da7267d7da8145e96bb77a9ede"
"379722c04fb3b54215f82512eb86398cb02d42dd",2,"Subword Segmental Language Modelling for Nguni Languages","A subword segmental language model (SSLM) that learns how to segment words while being trained for autoregressive language modelling, enabling the model to discover morpheme-like subwords that improve its LM capabilities.","ArXiv",2022,"F. Meyer,Jan Buys",0,37,0,"https://www.semanticscholar.org/paper/379722c04fb3b54215f82512eb86398cb02d42dd"
"31852f9fc732c0868af12d631c72693702d80521",2,"Text Data Augmentation for Deep Learning","The major motifs of Data Augmentation are summarized into strengthening local decision boundaries, brute force training, causality and counterfactual examples, and the distinction between meaning and form.","J. Big Data",2021,"Connor Shorten,T. Khoshgoftaar,B. Furht",42,134,1,"https://www.semanticscholar.org/paper/31852f9fc732c0868af12d631c72693702d80521"
"373588ff1fb9f7590db000a04de8d838b1516e5a",2,"On the Effectiveness of Quasi Character-Level Models for Machine Translation","This work suggests that quasi-character-level models have practically the same generalization capabilities as character-based models but at lower computational costs and appear to help achieve greater consistency between domains than standard subword- level models, although the catastrophic forgetting problem is not mitigated.","AMTA",2022,"Salvador Carrión-Ponz,F. Casacuberta",0,38,0,"https://www.semanticscholar.org/paper/373588ff1fb9f7590db000a04de8d838b1516e5a"
"7e3081b0d698f8abf16dee626d782f3339482fe7",2,"An Assessment of the Impact of OCR Noise on Language Models","It is found that OCR noise poses a significant obstacle to language modelling, with language models increasingly diverging from their noiseless targets as OCR quality lowers, and simpler models including PPMI and Word2Vec consistently outperform transformer-based models in this respect.","ICAART",2022,"Konstantin Todorov,Giovanni Colavizza",0,51,0,"https://www.semanticscholar.org/paper/7e3081b0d698f8abf16dee626d782f3339482fe7"
"265ebfc1074c73917233dbecad802c0c64921a1c",2,"One does not fit all! On the Complementarity of Vision Encoders for Vision and Language Tasks","This work evaluates whether the information stored within different VEs is complementary, i.e. if providing the model with features from multiple VEs can improve the performance on a target task, and suggests that diverse VEs complement each other, resulting in improved downstream V+L task performance.","ArXiv",2022,"Gregor Geigle,Chen Liu,Jonas Pfeiffer,Iryna Gurevych",0,41,0,"https://www.semanticscholar.org/paper/265ebfc1074c73917233dbecad802c0c64921a1c"
"70dd68c07b322b68836eded1fb4f78c0efcad685",2,"A Multi-dimensional Evaluation of Tokenizer-free Multilingual Pretrained Models","Surprisingly, it is found that subword-based models might still be the most practical choice in many settings, achieving better performance for lower inference latency and memory usage.","ArXiv",2022,"Jimin Sun,Patrick Fernandes,Xinyi Wang,Graham Neubig",0,22,0,"https://www.semanticscholar.org/paper/70dd68c07b322b68836eded1fb4f78c0efcad685"
"9a1a9ae2fc2911f1f275702bef38aa8f79c86986",2,"What do tokens know about their characters and how do they know it?","The mechanisms through which PLMs acquire English-language character information during training are investigated and it is argued that this knowledge is acquired through multiple phenomena, including a systematic relationship between particular characters and particular parts of speech, as well as natural variability in the tokenization of related strings.","NAACL",2022,"Ayush Kaushal,Kyle Mahowald",1,79,0,"https://www.semanticscholar.org/paper/9a1a9ae2fc2911f1f275702bef38aa8f79c86986"
"e6b73466bab5e52ce0db19dd06d9353c26557dae",2,"C ODE BPE: I NVESTIGATING S UBTOKENIZATION O PTIONS FOR L ARGE L ANGUAGE M ODEL P RETRAINING ON S OURCE C ODE","This work proposes subtokenziation that reduces average length by 17–40% without downstream performance drop, and shows that a carefully chosen subtokenization may significantly improve quality by 0.5-2%, possibly with some length increase.","",2022,"N. Chirkova,Sergey Troshin",0,43,0,"https://www.semanticscholar.org/paper/e6b73466bab5e52ce0db19dd06d9353c26557dae"
"b54edea6cac055d8ff9e35c2781f5e000ebdff89",2,"Phone-ing it in: Towards Flexible Multi-Modal Language Model Training by Phonetic Representations of Data","Initial experiments using Swahili and Kinyarwanda data suggest the viability of the multi-modal approach for downstream Named Entity Recognition (NER) tasks, with models pre-trained on phone data showing an improvement of up to 6% F1-score above models that are trained from scratch.","ACL",2022,"Colin Leong,Daniel Whitenack",0,45,0,"https://www.semanticscholar.org/paper/b54edea6cac055d8ff9e35c2781f5e000ebdff89"
"cde3d57c8f38e5dfb50edbb31faf02c23f1507fe",2,"Interpreting Character Embeddings With Perceptual Representations: The Case of Shape, Sound, and Color","This cross-lingual analysis shows that textual character representations correlate strongly with sound representations for languages using an alphabetic script, while shape correlates with featural scripts.","ACL",2022,"Sidsel Boldsen,Manex Agirrezabal,Nora Hollenstein",0,77,0,"https://www.semanticscholar.org/paper/cde3d57c8f38e5dfb50edbb31faf02c23f1507fe"
"4d6f9558ccfd712e2ef0921a7cb6625698c3cb0c",2,"Evaluating Various Tokenizers for Arabic Text Classification","This paper introduces three new tokenization algorithms for Arabic and compares them to three other baselines using unsupervised evaluations and shows that the performance of suchtokenization algorithms depends on the size of the dataset, type of the task, and the amount of morphology that exists in the dataset.","Neural Processing Letters",2021,"Zaid Alyafeai,Maged S. Al-shaibani,Mustafa Ghaleb,Irfan Ahmad",4,52,0,"https://www.semanticscholar.org/paper/4d6f9558ccfd712e2ef0921a7cb6625698c3cb0c"
"66d735987a31d666a6459566ae026c40ab9a1c3a",2,"The Efficiency Misnomer","It is demonstrated how incomplete reporting of cost indicators can lead to partial conclusions and a blurred or incomplete picture of the practical considerations of different models, and suggestions to improve reporting of efficiency metrics are presented.","ICLR",2021,"M. Dehghani,Anurag Arnab,L. Beyer,Ashish Vaswani,Yi Tay",27,87,3,"https://www.semanticscholar.org/paper/66d735987a31d666a6459566ae026c40ab9a1c3a"
"b0c0c742789dfc98dfc2293c6ef7c7944f2c9122",2,"data2vec: A General Framework for Self-supervised Learning in Speech, Vision and Language","Data2vec is a framework that uses the same learning method for either speech, NLP or computer vision to predict latent representations of the full input data based on a masked view of the input in a self-distillation setup using a standard Transformer architecture.","ICML",2022,"Alexei Baevski,Wei-Ning Hsu,Qiantong Xu,Arun Babu,Jiatao Gu,Michael Auli",129,79,25,"https://www.semanticscholar.org/paper/b0c0c742789dfc98dfc2293c6ef7c7944f2c9122"
"7016eb4f34611f97fe8c99176246e314678e03f4",2,"A New Generation of Perspective API: Efficient Multilingual Character-level Transformers","This paper presents the fundamentals behind the next version of the Perspective API from Google Jigsaw, and presents a single multilingual token-free Charformer model that is applicable across a range of languages, domains, and tasks.","KDD",2022,"Alyssa Lees,V. Tran,Yi Tay,Jeffrey Scott Sorensen,Jai Gupta,Donald Metzler,Lucy Vasserman",5,37,1,"https://www.semanticscholar.org/paper/7016eb4f34611f97fe8c99176246e314678e03f4"
"a747e8f2659df479c0092301b9658fc582423df1",2,"One Country, 700+ Languages: NLP Challenges for Underrepresented Languages and Dialects in Indonesia","An overview of the current state of NLP research for Indonesia's 700+ languages is provided and general recommendations are provided to help develop NLP technology not only for languages of Indonesia but also other underrepresented languages.","ACL",2022,"A. F. Aji,Genta Indra Winata,Fajri Koto,Samuel Cahyawijaya,A. Romadhony,Rahmad Mahendra,Kemal Kurniawan,David Moeljadi,Radityo Eko Prasojo,Timothy Baldwin,Jey Han Lau,Sebastian Ruder",4,204,0,"https://www.semanticscholar.org/paper/a747e8f2659df479c0092301b9658fc582423df1"
"0b9e130c6305de7766697ba7655f56010aaffd61",2,"A Hierarchical N-Gram Framework for Zero-Shot Link Prediction","A Hierarchical N -gram framework for Z ero-S hot L ink P rediction (HNZSLP) that lever-ages character n-gram information for ZSLP and achieves state-of-the-art performance on two standard Z SLP datasets.","ArXiv",2022,"Mingchen Li,Junfan Chen,Samuel Mensah,Nikolaos Aletras,Xiulong Yang,Yang Ye",0,24,0,"https://www.semanticscholar.org/paper/0b9e130c6305de7766697ba7655f56010aaffd61"
"ad6c25a46a083e02dbfcdd4b6341945d517b5e31",2,"A Vocabulary-Free Multilingual Neural Tokenizer for End-to-End Task Learning","This work proposes a vocabulary-free neural tokenizer by distilling segmentation information from heuristic-based subword tokenization, which allows end-to-end task learning, resulting in optimal task-specific tokenization.","REPL4NLP",2022,"Md. Mofijul Islam,Gustavo Aguilar,Pragaash Ponnusamy,Clint Solomon Mathialagan,Chengyuan Ma,Chenlei Guo",1,23,0,"https://www.semanticscholar.org/paper/ad6c25a46a083e02dbfcdd4b6341945d517b5e31"
"f40aeae3e522ada1f6a9f326841b01ef5c8657b6",2,"Unifying Language Learning Paradigms","UL2 achieves SOTA performance on 50 well-established supervised NLP tasks ranging from language generation, language understanding, text classiﬁcation, question answering, commonsense reasoning, long text reasoning, structured knowledge grounding and information retrieval.","ArXiv",2022,"Yi Tay,M. Dehghani,V. Tran,Xavier García,Dara Bahri,Tal Schuster,Huaixiu Zheng,N. Houlsby,Donald Metzler",18,113,3,"https://www.semanticscholar.org/paper/f40aeae3e522ada1f6a9f326841b01ef5c8657b6"
"645b10b7802a035e034488e3640fc0bc415de34c",2,"UL2: Unifying Language Learning Paradigms","By scaling the model up to 20B parameters, this paper achieves SOTA performance on 50 well-established supervised NLP tasks ranging from language generation, language understanding, text classiﬁcation, question answering, commonsense reasoning, long text reasoning, structured knowledge grounding and information retrieval.","",2022,"Yi Tay,M. Dehghani,V. Tran,Xavier García,Jason Wei,Xuezhi Wang,Hyung Won Chung,Dara Bahri,Tal Schuster,Huaixiu Zheng,Denny Zhou,N. Houlsby,Donald Metzler",0,125,0,"https://www.semanticscholar.org/paper/645b10b7802a035e034488e3640fc0bc415de34c"
"bbeb9e5d4d51194d8e557ef7a6d927bdd62e9309",2,"Patching Leaks in the Charformer for Efficient Character-Level Generation","The GBST method from Charformer groups (aka downsamples) characters is used, thereby enabling character grouping in the decoder, and promising performance on English– Turkish translation indicate the potential of character-level models for morphologically rich languages.","ArXiv",2022,"Lukas Edman,Antonio Toral,Gertjan van Noord",0,13,0,"https://www.semanticscholar.org/paper/bbeb9e5d4d51194d8e557ef7a6d927bdd62e9309"
"134e4d72e23bca51e290db171d063989883020f4",2,"Layer or Representation Space: What Makes BERT-based Evaluation Metrics Robust?","It is shown that an embedding-based metric that has the highest correlation with human evaluations on a standard benchmark can have the lowest correlation if the amount of input noise or unknown tokens increases, and the highest robustness is achieved when using character-level embeddings, instead of token-based embeddments, from the first layer of the pretrained model.","COLING",2022,"Doan Nam Long Vu,N. Moosavi,Steffen Eger",1,28,0,"https://www.semanticscholar.org/paper/134e4d72e23bca51e290db171d063989883020f4"
"8ce62f8d83f02e8ce9d7a9e1b5b7affd5c13bb7d",1,"Sensitive Data Detection with High-Throughput Neural Network Models for Financial Institutions","The experimental results show that the CNN model is simple yet effective with respect to accuracy and throughput and thus, is the most suitable candidate model to be deployed in the production environment(s), and several lessons learned on data limitations, data labelling and the intrinsic overlap of data entities are provided.","ArXiv",2020,"A. Truong,A. Walters,Jeremy Goodsitt",1,25,0,"https://www.semanticscholar.org/paper/8ce62f8d83f02e8ce9d7a9e1b5b7affd5c13bb7d"
"1babe379f8547a9dc43251e5c5a7bea4a3de5ea1",1,"Handling Out-Of-Vocabulary Problem in Hangeul Word Embeddings","A robust Hangeul word embedding model against typos is proposed that utilizes a Convolutional Neural Network architecture with a channel attention mechanism that learns to infer the original word embeddings.","EACL",2021,"O-Yeon Kwon,Dohyun Kim,Soobee Lee,Junyoung Choi,SangKeun Lee",1,18,0,"https://www.semanticscholar.org/paper/1babe379f8547a9dc43251e5c5a7bea4a3de5ea1"
"9b6e51039f57cabdb77ca70cbbdd6ff80bdf1c3a",1,"FETD2: A Framework for Enabling Textual Data Denoising via Robust Contextual Embeddings","","TPDL",2021,"Govind,Céline Alec,Jean-Luc Manguin,M. Spaniol",0,7,0,"https://www.semanticscholar.org/paper/9b6e51039f57cabdb77ca70cbbdd6ff80bdf1c3a"
"71ea59f202562410f7342764265a29a27778da69",1,"Type- and Token-based Word Embeddings in the Digital Humanities","The main goal of this contribution is to make an evidence-based argument that research on static embeddings should be continued not only because it needs less computing power and smaller corpora, but also because for this specific set of applications their performance is on par with that of dynamicembeddings.","CHR",2021,"Anton Ehrmanntraut,Thora Hagen,Leonard Konle,Fotis Jannidis",1,47,0,"https://www.semanticscholar.org/paper/71ea59f202562410f7342764265a29a27778da69"
"c3152c57f2c3960f9423f2b7278a5f98d149b3d8",1,"Differential Evaluation: a Qualitative Analysis of Natural Language Processing System Behavior Based Upon Data Resistance to Processing","The notion of differential evaluation is introduced which effectively defines a pragmatic partition of instances into gradually more difficult bins by leveraging the predictions made by a set of systems.","EVAL4NLP",2021,"L. Gianola,Hicham El Boukkouri,Cyril Grouin,T. Lavergne,P. Paroubek,Pierre Zweigenbaum",1,22,0,"https://www.semanticscholar.org/paper/c3152c57f2c3960f9423f2b7278a5f98d149b3d8"
"7dcb6a4b7b1a1d2317c3058f529c5dbcceebbcae",1,"Easy-to-use Combination of POS and BERT Model for Domain-Specific and Misspelled Terms","BERT-POS, a simple method for encoding syntax into BERT embeddings without re-training or finetuning data, based on Part-Of-Speech (POS), works at the preprocessing level and relies on POS tagging sentences.","NL4AI@AI*IA",2021,"Alexandra Benamar,Meryl Bothua,Cyril Grouin,Anne Vilnat",1,34,0,"https://www.semanticscholar.org/paper/7dcb6a4b7b1a1d2317c3058f529c5dbcceebbcae"
